path,label,split
data\negatives\Paul_Gauguin_102.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_247.jpg,0,train
data\negatives\Titian_206.jpg,0,train
data\negatives\Albrecht_Du╠êrer_37.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_753.jpg,1,train
data\negatives\Mikhail_Vrubel_164.jpg,0,train
data\negatives\Salvador_Dali_60.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_197.jpg,1,train
data\negatives\Paul_Gauguin_290.jpg,0,train
data\negatives\Diego_Rivera_54.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_356.jpg,1,train
data\negatives\Vasiliy_Kandinskiy_67.jpg,0,train
data\negatives\Kazimir_Malevich_5.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_309.jpg,1,train
data\negatives\Alfred_Sisley_111.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_559.jpg,1,train
data\negatives\Paul_Gauguin_91.jpg,0,train
data\negatives\Paul_Gauguin_295.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_710.jpg,1,train
data\negatives\Camille_Pissarro_73.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_549.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_338.jpg,1,train
data\negatives\Alfred_Sisley_259.jpg,0,train
data\negatives\Peter_Paul_Rubens_43.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_73.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_335.jpg,1,train
data\negatives\Claude_Monet_64.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_138.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_279.jpg,1,train
data\negatives\Edgar_Degas_64.jpg,0,train
data\negatives\Vasiliy_Kandinskiy_18.jpg,0,train
data\negatives\Camille_Pissarro_15.jpg,0,train
data\negatives\Alfred_Sisley_150.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_295.jpg,1,train
data\negatives\Henri_Matisse_55.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_647.jpg,1,train
data\negatives\Pierre-Auguste_Renoir_182.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_256.jpg,1,train
data\negatives\Kazimir_Malevich_2.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_115.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_434.jpg,1,train
data\negatives\Alfred_Sisley_41.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_389.jpg,1,train
data\negatives\Albrecht_Du╠êrer_235.jpg,0,train
data\negatives\Alfred_Sisley_178.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_234.jpg,1,train
data\negatives\Mikhail_Vrubel_154.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_80.jpg,0,train
data\negatives\Edgar_Degas_48.jpg,0,train
data\negatives\Edgar_Degas_289.jpg,0,train
data\negatives\Gustav_Klimt_47.jpg,0,train
data\negatives\Edgar_Degas_209.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_430.jpg,1,train
data\negatives\Paul_Gauguin_219.jpg,0,train
data\negatives\Camille_Pissarro_51.jpg,0,train
data\negatives\Edvard_Munch_63.jpg,0,train
data\negatives\Camille_Pissarro_78.jpg,0,train
data\negatives\Henri_Matisse_16.jpg,0,train
data\negatives\Paul_Gauguin_138.jpg,0,train
data\negatives\Alfred_Sisley_148.jpg,0,train
data\negatives\Amedeo_Modigliani_59.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_51.jpg,1,train
data\negatives\Edgar_Degas_173.jpg,0,train
data\negatives\Rembrandt_260.jpg,0,train
data\negatives\Titian_96.jpg,0,train
data\negatives\Alfred_Sisley_10.jpg,0,train
data\negatives\Alfred_Sisley_172.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_184.jpg,1,train
data\negatives\Albrecht_Du╠êrer_7.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_637.jpg,1,train
data\negatives\Georges_Seurat_9.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_277.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_183.jpg,1,train
data\negatives\Paul_Gauguin_265.jpg,0,train
data\negatives\Mikhail_Vrubel_27.jpg,0,train
data\negatives\Paul_Gauguin_175.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_255.jpg,1,train
data\negatives\Amedeo_Modigliani_5.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_462.jpg,1,train
data\negatives\Paul_Gauguin_66.jpg,0,train
data\negatives\Rembrandt_53.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_547.jpg,1,train
data\negatives\Peter_Paul_Rubens_89.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_768.jpg,1,train
data\negatives\Rembrandt_88.jpg,0,train
data\negatives\Alfred_Sisley_61.jpg,0,train
data\negatives\Alfred_Sisley_57.jpg,0,train
data\negatives\Albrecht_Du╠êrer_120.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_587.jpg,1,train
data\negatives\Pablo_Picasso_16.jpg,0,train
data\negatives\Alfred_Sisley_80.jpg,0,train
data\negatives\Leonardo_da_Vinci_94.jpg,0,train
data\negatives\Albrecht_Du╠êrer_152.jpg,0,train
data\negatives\Alfred_Sisley_222.jpg,0,train
data\negatives\Pablo_Picasso_158.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_268.jpg,1,train
data\negatives\Pablo_Picasso_159.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_81.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_877.jpg,1,train
data\negatives\Vasiliy_Kandinskiy_50.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_731.jpg,1,train
data\negatives\Camille_Pissarro_79.jpg,0,train
data\negatives\Piet_Mondrian_10.jpg,0,train
data\negatives\Albrecht_Du╠êrer_28.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_141.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_516.jpg,1,train
data\negatives\Paul_Gauguin_218.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_100.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_265.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_866.jpg,1,train
data\negatives\Francisco_Goya_247.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_320.jpg,1,train
data\negatives\Pablo_Picasso_42.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_812.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_445.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_216.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_842.jpg,1,train
data\negatives\Pieter_Bruegel_3.jpg,0,train
data\negatives\Diego_Rivera_14.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_687.jpg,1,train
data\negatives\Edgar_Degas_502.jpg,0,train
data\negatives\Titian_71.jpg,0,train
data\negatives\Edgar_Degas_561.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_853.jpg,1,train
data\negatives\Alfred_Sisley_63.jpg,0,train
data\negatives\Rene_Magritte_149.jpg,0,train
data\negatives\Frida_Kahlo_7.jpg,0,train
data\negatives\Camille_Pissarro_60.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_370.jpg,1,train
data\negatives\Pierre-Auguste_Renoir_60.jpg,0,train
data\negatives\Claude_Monet_50.jpg,0,train
data\negatives\Paul_Klee_15.jpg,0,train
data\negatives\Edouard_Manet_15.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_285.jpg,1,train
data\negatives\Alfred_Sisley_109.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_8.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_243.jpg,1,train
data\negatives\Mikhail_Vrubel_73.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_166.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_671.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_120.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_325.jpg,1,train
data\negatives\Alfred_Sisley_153.jpg,0,train
data\negatives\Alfred_Sisley_17.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_438.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_48.jpg,1,train
data\negatives\Edgar_Degas_307.jpg,0,train
data\negatives\Alfred_Sisley_132.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_76.jpg,1,train
data\negatives\Marc_Chagall_58.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_533.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_217.jpg,1,train
data\negatives\Alfred_Sisley_42.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_746.jpg,1,train
data\negatives\Gustav_Klimt_9.jpg,0,train
data\negatives\Alfred_Sisley_170.jpg,0,train
data\negatives\Titian_105.jpg,0,train
data\negatives\Gustav_Klimt_27.jpg,0,train
data\negatives\Edouard_Manet_6.jpg,0,train
data\negatives\Edgar_Degas_284.jpg,0,train
data\negatives\Claude_Monet_7.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_514.jpg,1,train
data\negatives\Pierre-Auguste_Renoir_134.jpg,0,train
data\negatives\Camille_Pissarro_55.jpg,0,train
data\negatives\Amedeo_Modigliani_172.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_780.jpg,1,train
data\negatives\Edvard_Munch_56.jpg,0,train
data\negatives\Mikhail_Vrubel_75.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_448.jpg,1,train
data\negatives\Edgar_Degas_52.jpg,0,train
data\negatives\Georges_Seurat_24.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_207.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_474.jpg,1,train
data\negatives\Alfred_Sisley_249.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_162.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_305.jpg,1,train
data\negatives\Amedeo_Modigliani_122.jpg,0,train
data\negatives\Kazimir_Malevich_72.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_397.jpg,1,train
data\negatives\Albrecht_Du╠êrer_96.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_277.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_684.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_838.jpg,1,train
data\negatives\Pierre-Auguste_Renoir_287.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_655.jpg,1,train
data\negatives\Pierre-Auguste_Renoir_200.jpg,0,train
data\negatives\Amedeo_Modigliani_84.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_497.jpg,1,train
data\negatives\Mikhail_Vrubel_103.jpg,0,train
data\negatives\Diego_Rivera_53.jpg,0,train
data\negatives\Albrecht_Du╠êrer_31.jpg,0,train
data\negatives\Paul_Cezanne_29.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_664.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_221.jpg,1,train
data\negatives\Edouard_Manet_73.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_602.jpg,1,train
data\negatives\Henri_Matisse_115.jpg,0,train
data\negatives\Mikhail_Vrubel_44.jpg,0,train
data\negatives\Alfred_Sisley_114.jpg,0,train
data\negatives\Giotto_di_Bondone_111.jpg,0,train
data\negatives\Albrecht_Du╠êrer_22.jpg,0,train
data\negatives\Edvard_Munch_43.jpg,0,train
data\negatives\Raphael_2.jpg,0,train
data\negatives\Edgar_Degas_438.jpg,0,train
data\negatives\Rene_Magritte_46.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_460.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_860.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_213.jpg,1,train
data\negatives\Sandro_Botticelli_112.jpg,0,train
data\negatives\Alfred_Sisley_134.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_704.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_618.jpg,1,train
data\negatives\Paul_Gauguin_232.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_610.jpg,1,train
data\negatives\Edgar_Degas_227.jpg,0,train
data\negatives\Alfred_Sisley_87.jpg,0,train
data\negatives\Edouard_Manet_43.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_677.jpg,1,train
data\negatives\Edvard_Munch_7.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_467.jpg,1,train
data\negatives\Pierre-Auguste_Renoir_258.jpg,0,train
data\negatives\Edouard_Manet_86.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_740.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_125.jpg,1,train
data\negatives\Camille_Pissarro_3.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_601.jpg,1,train
data\negatives\Paul_Gauguin_15.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_660.jpg,1,train
data\negatives\Amedeo_Modigliani_155.jpg,0,train
data\negatives\Henri_Matisse_51.jpg,0,train
data\negatives\Rene_Magritte_51.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_70.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_537.jpg,1,train
data\negatives\Edgar_Degas_383.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_786.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_369.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_77.jpg,1,train
data\negatives\Vasiliy_Kandinskiy_32.jpg,0,train
data\negatives\Raphael_59.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_78.jpg,1,train
data\negatives\Jan_van_Eyck_81.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_64.jpg,1,train
data\negatives\Alfred_Sisley_31.jpg,0,train
data\negatives\Leonardo_da_Vinci_76.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_585.jpg,1,train
data\negatives\Andy_Warhol_13.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_151.jpg,1,train
data\negatives\Pierre-Auguste_Renoir_164.jpg,0,train
data\negatives\Sandro_Botticelli_53.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_379.jpg,1,train
data\negatives\Paul_Gauguin_258.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_135.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_820.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_142.jpg,1,train
data\negatives\Alfred_Sisley_18.jpg,0,train
data\negatives\Marc_Chagall_62.jpg,0,train
data\negatives\Gustav_Klimt_62.jpg,0,train
data\negatives\Claude_Monet_58.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_80.jpg,1,train
data\negatives\Paul_Gauguin_76.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_678.jpg,1,train
data\negatives\Mikhail_Vrubel_79.jpg,0,train
data\negatives\William_Turner_25.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_810.jpg,1,train
data\negatives\Claude_Monet_39.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_464.jpg,1,train
data\negatives\Michelangelo_15.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_211.jpg,1,train
data\negatives\Pierre-Auguste_Renoir_37.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_361.jpg,1,train
data\negatives\Paul_Klee_133.jpg,0,train
data\negatives\Paul_Gauguin_225.jpg,0,train
data\negatives\Alfred_Sisley_149.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_281.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_187.jpg,1,train
data\negatives\Amedeo_Modigliani_24.jpg,0,train
data\negatives\Edgar_Degas_268.jpg,0,train
data\negatives\Gustav_Klimt_112.jpg,0,train
data\negatives\Henri_de_Toulouse-Lautrec_23.jpg,0,train
data\negatives\Albrecht_Du╠êrer_111.jpg,0,train
data\negatives\Diego_Velazquez_116.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_625.jpg,1,train
data\negatives\Kazimir_Malevich_93.jpg,0,train
data\negatives\Camille_Pissarro_70.jpg,0,train
data\negatives\Amedeo_Modigliani_159.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_606.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_730.jpg,1,train
data\negatives\Rembrandt_122.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_109.jpg,1,train
data\negatives\Paul_Gauguin_2.jpg,0,train
data\negatives\Andrei_Rublev_28.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_426.jpg,1,train
data\negatives\Alfred_Sisley_99.jpg,0,train
data\negatives\Michelangelo_41.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_29.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_83.jpg,1,train
data\negatives\Edgar_Degas_42.jpg,0,train
data\negatives\Edgar_Degas_532.jpg,0,train
data\negatives\Hieronymus_Bosch_52.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_214.jpg,0,train
data\negatives\Kazimir_Malevich_25.jpg,0,train
data\negatives\Alfred_Sisley_194.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_185.jpg,0,train
data\negatives\Titian_78.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_800.jpg,1,train
data\negatives\Sandro_Botticelli_76.jpg,0,train
data\negatives\Paul_Gauguin_283.jpg,0,train
data\negatives\Henri_Rousseau_14.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_449.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_813.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_617.jpg,1,train
data\negatives\Marc_Chagall_221.jpg,0,train
data\negatives\Andy_Warhol_109.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_553.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_592.jpg,1,train
data\negatives\Claude_Monet_45.jpg,0,train
data\negatives\Andrei_Rublev_40.jpg,0,train
data\negatives\Gustav_Klimt_25.jpg,0,train
data\negatives\Kazimir_Malevich_28.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_652.jpg,1,train
data\negatives\Pierre-Auguste_Renoir_18.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_210.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_723.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_708.jpg,1,train
data\negatives\Camille_Pissarro_59.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_72.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_749.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_121.jpg,1,train
data\negatives\Paul_Gauguin_298.jpg,0,train
data\negatives\Paul_Gauguin_78.jpg,0,train
data\negatives\Claude_Monet_56.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_689.jpg,1,train
data\negatives\Francisco_Goya_164.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_281.jpg,0,train
data\negatives\Alfred_Sisley_118.jpg,0,train
data\negatives\Henri_de_Toulouse-Lautrec_14.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_851.jpg,1,train
data\negatives\Camille_Pissarro_46.jpg,0,train
data\negatives\Mikhail_Vrubel_67.jpg,0,train
data\negatives\Paul_Gauguin_27.jpg,0,train
data\negatives\Sandro_Botticelli_6.jpg,0,train
data\negatives\Edgar_Degas_10.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_865.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_747.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_233.jpg,1,train
data\negatives\Edgar_Degas_633.jpg,0,train
data\negatives\Frida_Kahlo_9.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_457.jpg,1,train
data\negatives\Pierre-Auguste_Renoir_159.jpg,0,train
data\negatives\Gustav_Klimt_41.jpg,0,train
data\negatives\Alfred_Sisley_226.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_311.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_695.jpg,1,train
data\negatives\Edgar_Degas_229.jpg,0,train
data\negatives\Marc_Chagall_214.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_151.jpg,0,train
data\negatives\Paul_Gauguin_72.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_298.jpg,1,train
data\negatives\Albrecht_Du╠êrer_187.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_54.jpg,0,train
data\negatives\Diego_Velazquez_91.jpg,0,train
data\negatives\Paul_Gauguin_46.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_49.jpg,1,train
data\negatives\Marc_Chagall_36.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_250.jpg,1,train
data\negatives\Sandro_Botticelli_49.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_310.jpg,0,train
data\negatives\Frida_Kahlo_21.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_759.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_406.jpg,1,train
data\negatives\Pierre-Auguste_Renoir_101.jpg,0,train
data\negatives\Pablo_Picasso_216.jpg,0,train
data\negatives\Pablo_Picasso_165.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_161.jpg,1,train
data\negatives\Albrecht_Du╠êrer_130.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_793.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_588.jpg,1,train
data\negatives\Gustav_Klimt_80.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_557.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_198.jpg,1,train
data\negatives\Titian_69.jpg,0,train
data\negatives\Henri_Matisse_72.jpg,0,train
data\negatives\Marc_Chagall_106.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_455.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_167.jpg,1,train
data\negatives\Hieronymus_Bosch_34.jpg,0,train
data\negatives\Edvard_Munch_14.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_805.jpg,1,train
data\negatives\Gustav_Klimt_96.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_339.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_177.jpg,1,train
data\negatives\Alfred_Sisley_112.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_405.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_531.jpg,1,train
data\negatives\Pablo_Picasso_373.jpg,0,train
data\negatives\Alfred_Sisley_135.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_73.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_650.jpg,1,train
data\negatives\Pierre-Auguste_Renoir_202.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_867.jpg,1,train
data\negatives\Amedeo_Modigliani_93.jpg,0,train
data\negatives\Marc_Chagall_137.jpg,0,train
data\negatives\Andrei_Rublev_15.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_90.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_69.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_137.jpg,1,train
data\negatives\Camille_Pissarro_90.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_591.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_538.jpg,1,train
data\negatives\Pierre-Auguste_Renoir_65.jpg,0,train
data\negatives\Francisco_Goya_241.jpg,0,train
data\negatives\Diego_Velazquez_74.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_666.jpg,1,train
data\negatives\Edgar_Degas_638.jpg,0,train
data\negatives\Edgar_Degas_259.jpg,0,train
data\negatives\Alfred_Sisley_233.jpg,0,train
data\negatives\Alfred_Sisley_138.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_540.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_75.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_828.jpg,1,train
data\negatives\Edgar_Degas_496.jpg,0,train
data\negatives\Edgar_Degas_450.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_123.jpg,1,train
data\negatives\Alfred_Sisley_218.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_136.jpg,1,train
data\negatives\Paul_Gauguin_186.jpg,0,train
data\negatives\Pierre-Auguste_Renoir_78.jpg,0,train
data\negatives\Pieter_Bruegel_63.jpg,0,train
data\negatives\Pablo_Picasso_49.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_63.jpg,1,train
data\negatives\Claude_Monet_27.jpg,0,train
data\negatives\Pablo_Picasso_164.jpg,0,train
data\negatives\Rene_Magritte_30.jpg,0,train
data\negatives\Albrecht_Du╠êrer_214.jpg,0,train
data\negatives\Claude_Monet_34.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_157.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_496.jpg,1,train
data\negatives\Piet_Mondrian_19.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_450.jpg,1,train
data\negatives\Kazimir_Malevich_66.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_386.jpg,1,train
data\negatives\Albrecht_Du╠êrer_204.jpg,0,train
data\negatives\Marc_Chagall_152.jpg,0,train
data\negatives\Edgar_Degas_54.jpg,0,train
data\negatives\Paul_Gauguin_33.jpg,0,train
data\negatives\Titian_101.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_192.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_107.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_110.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_651.jpg,1,train
data\negatives\Alfred_Sisley_127.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_403.jpg,1,train
data\negatives\Pablo_Picasso_411.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_292.jpg,1,train
data\negatives\Giotto_di_Bondone_95.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_38.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_627.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_721.jpg,1,train
data\negatives\Andy_Warhol_94.jpg,0,train
data\negatives\El_Greco_5.jpg,0,train
data\negatives\Pablo_Picasso_143.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_343.jpg,1,train
data\negatives\Hieronymus_Bosch_127.jpg,0,train
data\negatives\Peter_Paul_Rubens_32.jpg,0,train
data\negatives\Albrecht_Du╠êrer_303.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_756.jpg,1,train
data\negatives\Albrecht_Du╠êrer_237.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_790.jpg,1,train
data\negatives\Paul_Gauguin_229.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_846.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_241.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_693.jpg,1,train
data\negatives\Alfred_Sisley_92.jpg,0,train
data\negatives\Henri_Matisse_159.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_229.jpg,1,train
data\negatives\Marc_Chagall_223.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_767.jpg,1,train
data\negatives\Edgar_Degas_418.jpg,0,train
data\negatives\Salvador_Dali_119.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_861.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_478.jpg,1,train
data\negatives\Francisco_Goya_117.jpg,0,train
data\positives\vangogh\Vincent_van_Gogh_669.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_577.jpg,1,train
data\positives\vangogh\Vincent_van_Gogh_862.jpg,1,train
data\negatives\Piet_Mondrian_26.jpg,0,train
data\negatives\Alfred_Sisley_147.jpg,0,train
data\negatives\Henri_Matisse_23.jpg,0,train
data\negatives\Rembrandt_240.jpg,0,train
